text,label
"این همه خوزستانیها هواتو داشتن هواشونو نداری جلو انتقال اب رو بگیر اقای روحانی نزار اقای کلانتری میط زیست خوزستان رو نابود کنه
",0
"فرشته زمینی کل ایران عاشقتن
",1
"حاجی تو هم با حرفای من قانع نمیشی ولی همشوووون سر و ته یه کرباسن ، ببین ما رو به چه فضاحت و بیچارگی کشوندن که به اوضاع زمان رفسنجانی میگیم عالی یعنی داستان همیشگی انتخاب بین بد و بدتر زمان رفسنجانی خاتمی اوضاع از الان بهتر‌بود درسته ، اما همونام کاری برا مردم نکردن اونا پول نفتو دادن ب مردم آب برق گاز رایگان‌بود اینور اونور نداره ، اینا ، همشون یکین فقط با اصولگرا و اصلاح‌طلب کردن امثال منو تو رو جوگیر میکنن که بریم رای بدیم و نظام باقی بمونه تا بیشتر چپاول کنن
",0
"در عجب کار توام نرگس خانم عزیز هم سن و سال‌های شما دنبال آرایش و لایک معروفیت‌اند شما توی بیابون‌های این سرزمین دنبال کدوم گمشده‌ای
",1
"درضمن دیگه دزدتر از خاندان رفسنجانی داریم مگه بر فرض غلظ گیریم که خود رفسنجانی دزد نبود ، چرا سرپوش میذاشت رو کارای بچه هاش و حمایت میکرد ازشون حاجی اینا سوپاپ اطمینان نظامن که وقتی مردم خسته شدن بالاخره اینا یجور نظامو نگه دارن اینقدر سیاست کثیفه ک
",0
"بینظیر ی فرشته زمینی
",1
"این سخنرانی تون از قبل ضبط شده‌بود خر خودتی حسن
",0
"عشقی عشق
",1
"چه پوستی که از ما مردم قشر متوسط جامعه نکندین هیچ بلایی نمونده که سرمون نیاورده باشین هی مردم پاچه خوار بیان بنویسن تو تکی تو عشقی تو فلانی همش دروغه محضه
",0
"نرگس پر افتخار ایران تو پیغمبر زمانی تو چهره تو میشه نور مطلق زیبای دنیا رو دید
",1
"فازت چیه
",0
"خانم کلباسی عزیز لاکچری واقعی شما هستید
",1
"باز شیشه کشیدی
",0
"ای‌جانم فدای صبر وتحملتان امیدوارم هر چه زودتر به خانه بر گردین عزیزانم
",1
"به بههههه چه مملکتی واقعا تشکر میکنم ازتون دکتر
",0
"خواهشا به این شماره هم یاری برسانید این جوانان بد جوری گیرن ومنتظر یاری شما خیران عزیز هستن خدا میداند سخن صادقانه است بعد از راه‌اندازی فیلم وعکس گذاشته می‌شود یا علی ،
",1
"چرا روز اینجا
",0
"سلام نرگس جان با اون دل مهربونت برام دعا کن مشکلم حل بشه نذر کمک به زلزله زده‌ها کردم
",1
"مگه زنده نبود
",0
"نرگس جون اصلا نمیدونم چیکار میکنی ولی اصلا عاشقتم خیلی دوست دارم خیلیم پاکی چهرت به دلم نشسته پاک‌ترین دل پاک‌ترین چهره انشالله عاقبت بخیر شی
",1
"درود این مصاحبه‌ها فقط جرف در عمل دردی از مردم ایران زمین دوا نمی‌کنه باید تاسف خورد برای این وطن
",0
"عزیزی
",1
"حاجی کسی نگفت فقط اون مقصره همه میگن همشون داغونن ولی به روحانی امید بسته بودن که روحانی هم گند زد منظور اینه که همشون سر و ته یه کرباسن
",0
"دوست عزیز بهایی‌ها انسان هستند و‌عضوی از مردم سرزمین مان حالا هر عقیده‌ای داشته باشند آزادند این دولت مردم فریبه که از سایه‌ی خودش هم وحشت داره
",1
"این خوبه که امید‌داری اما امیدوارم بعد از تلاش برای بهتر سدن اوضاع وقتی ببینی بدتر میشه ک بهتر نمیشه ناامید نشی درضمن نق زدن نیست ، اینکه اینا ما رو خر فرض میکنن و با وجود اینهمه مشکلات میاد سخنرانی میکنه ک همه وی خوبه یا فقط میگه خوب میشه ایشالا توهین ب ماست از طرفی باید مردم آگاه بشن ک فرقی بین اصلاح‌طلب و اصولگرا وجود نداره و دیگه گول بازیای سیاسیشونو نخورن
",0
"چون اون چهار روستایی که ایشون توش فعالیت دارن کانکس‌ها درجای درستی قرار گرفته و خداروشکر از اون مشکلات پیش نیومده شما هم به جای اینکه دنبال فیلم آبگرفتگی باشید خداروشکر کنید که ایشون به بهترین شکل ممکن دارن به اون روستاها رسیدگی می‌کنند و به جای این مدل کامنت گذاشتن بد نیست که ازشون تشکر کنید و برای ادامه راه بهشون روحیه بدین
",1
"ببین من میدونم ممکنه روحانی از یه نظرایی بهتر باشه اما بحث من اینه که هیچ کدوم واقعا دلسوز نیستن مردم مجبورن بین بد و بدتر انتخاب کنن وگرنه هیچ کسی تابحال کاری برا مردم نکرده و فقط شعار دادن و ب چپاول پرداختن وضع فرهنگ و شادی جامغه رو هم ک میبینی حاجی بهت میاد عزیزم مقاومت نکن
",0
"قربونت بشم زیباترین مهربون‌ترین
",1
"مجلس جاکش
",0
"وااای چ زیبااااا میخواااام
",1
"جناب اقای روحانی لطفابه دادکشاورزان ایران بویژه مغان فوری رسیدگی کنید
",0
"محبت تنها جوشکاری است که دل‌های شکسته را بهم جوش میزند خانوم کلباسی ممنون بابت این که در کنار مردم هستین شما فرشته این چقد خنده‌های شیرینی دارین
",1
"چهار هزار و هفتصد ، علی برکت الله
",0
"خدا خیرت بده انشاالله هرچی از خدا میخوای بهت بده درود ب شرفت
",1
"جهت مشاوره برای تناسب اندام ، انواع بیماری‌های دیابت ، میگرن ، کبد چرب ، پرخوری عصبی و یبوست و درمان آن با استفاده از دمنوش‌های گیاهی وارد لینک در بیو شوید و بعد گفتن قد ، وزن ، سن ، و جنسیت خود منتظر دریافت مشاوره از طرف من باشید متشکرم
",0
"سلام خانوم کلباسی عزیز ازروز اول کنارتون‌بودم تا همین امروز وکمک ناچیز ودرحدتوانم هم کردم ازشما خواهشی دارم تمنا میکنم حرفامو بخونید من میخوام ازشما خواهش کنم بعدازاتمام این پروژه به مناطق محروم دیگه هم کمک کنید خیلی آدما چشم انتظارکمک هستن ودرشرایط خیلی سختی دارن زندگی میکنن شما معتمد این مردم هستید کمکهاتون روفقط به یه نقطه متمرکز نکنید همه جای ایران هستن کسانی که محتاج به یاری شما هستند ازشما خواهش میکنم تمنا دارم به مردم ایران کمک کنید نه فقط یه جا خداروشکر خانه‌ها ساخته شدند اما مردمی هستن که حتی سقفی برای زندگی ندارن ممنونم ازشما
",1
"ارتش تک نفره
",0
"قربونت برم عزیزدلم موفق باشی
",1
"آقای روحانی که میگی نرخ یورو پایین هست و پایین‌تر هم میاد امروز ظاهرا پایین اومدن نرخ ارز با بالا رفتن رو اشتباه براتون تعریف کردن علی برکت الله نرخ ارز رو کنترل نکنید می‌ره رو ده هزار تومان یورو
",0
"عی جانم ، آفرین به شما یاور
",1
"آقای روحانی چرا توضیح نمیدید که چرا دلار در حال پرواز کردنه و ارزش پولی کشور هر روز در حال سقوط ، چرا جلوی اخلال گران ارز رو نمیگیرین شما پنج سال موفق در ثبات اقتصادی رو داشتید درسته نمایندگان ناآگاه مجلس برای اهداف پوپولیستیشون بودجتون رو تار و مار کردن ولی انتقامش رو نباید از مردم و صنایع گرفت
",0
"خانم کلباسی عزیز و مهربون شما خوده خوده فرشته‌اید و هر کجا که قدم خیر برمیدارید همونجا بهشته درود به ذات پاک و مقدستون تولد این کوچولوی شیرین زبون کردمون هم هزار بار مبارک
",1
"حرف زدنو بچه دوسالم بلده مردی پای حرفات وایسا جناب دکترررر
",0
"توفرشته‌ای دختر خیلی دوست دارم آجی
",1
"دوست دارم آقای روحانی مرد والا مقام من من خیلی راضی هستم بعد از اینکه شما رئیس جمهور شدید چون همیشه حرف دلمو زدین به بعضی آدمهای بد مرسی که هستین
",0
"کاش پسر‌بودم قبول میکردی باهام ازدواج کنی یه فرشته میومد تو زندگیمممم
",1
"کانون ایران فردا کانون مهمترین اخبارعلمی ، فرهنگی ، سیاسی ، اجتماعی ، اقتصادی ، ورزشی بیش از صد خبرگزاری معتبر ایرانباما اخبار فردا را خودتان پیش‌بینی کنید
",0
"عزیزم چقدر این زختر زیباست ودوست داشتنی
",1
"جناب اقای دکتر روحانی ، امروز بهمن قیمت دلار در مرز تومن
",0
"عالی
",1
"همیشه پای دولت قبل در میان است
",0
"انسانی شریف و نازنین ، برقرار باشی فرشته‌ی زیبا
",1
"4800 علی برکت الله
",0
"درود برتو بانو خداقوت عزیزم ب
",1
"پستامو نبینی نصف عمرت بر فناست
",0
"عشقی تو
",1
"درود بر تو یا شیخ
",0
"عزیزم خدا قوت
",1
"به داد بچه‌ها ی ما برسید سمپاد
",0
"خدا خیرتون بده
",1
"چقدر در برنامه زنده بد صجبت میکنید تا اون میگه دلار نرخ است بهتون برمیخوره و میگویید شما وسط دعوا نرخ تعیین نکنید بهتر است خوب صحبت کردن یاد بگیرید و مرمم به چه کسانی رای میدهند
",0
"خداوند حافظت باشه عزیزدلم
",1
"روحانی یه کاری کرد که از خاتمی و موسوی و کروبی هم بدم بیاد ، دلار‌شده‌48٥0 و یورو 6100
",0
"ببخشید من شک دارم شما انسان باشید جنس شما مثل نوری از خدا هست شما مثل یک فرشته زیبا در خدمت بنده‌های خدا هستید غبطه میخورم که حتی ذره از وجودت رو ندارم تنت سلامت و سلام ما رو بخدا برسونید ماندگارترین دوستت داریم
",1
"فقط کس گفتی تو این تصویر
",0
"فقط یک کلام میشه گفت شما فرشته‌ای نرگس خانم
",1
"اقای روحانی جواب خدارو چطور میخوای بدی برای خودم متاسفم خدا و مردم منو ببخشند به شما رای دادم
",0
"تو فرشته‌ای واقعا
",1
"دلار‌شده‌هزار تومان
",0
"خدا تو رو به ایران داد مهربون
",1
"شما جناب روحانی هیچوقت ب وعدهاتون عمل نمیکنید شمایی ک تمام تقصیرارو میندازین گردن احمدی نژاد بخدا ک دوران احمدی نژاد شرف داشت ب دوران شما دوره‌ی شما‌شده‌فقط رکود اقتصادی پس باچ مدرکی میگین ما رشد اقتصادی داریم شاید البته تو خواب و رویاهتون فکر کردین مردم نادوننو بیسواد الان همه چیز در رکود کامله یا روز ب روز داره بدتر گرون میشه شما مگه نگفتین سعی می‌کنیم فیمته دلار بیاد پایین پس کو شمایی ک نمیتونی قیمته‌ی تخم مرغو کنترل کنی چرا اومدین مردمو بدبختر کردین گند مسولینتونم ک یکی یکی رو میشه با اون طرز برخورداشون دیروز فرماندار مازندارونو میگم نگین خبر نداشتین
",0
"اندیشه کشتنی نیست به رسم مهربانی شاید‌فردا‌نوبت‌من‌باشد
",1
"بخدا اگر چند شغل ها‌ را یک شغله کنید به همه جوانان کار داده میشه
",0
"آفرین به فهم وشعوری که‌داری وشناخت قوی نسبت به افراد وشخصیتشان
",1
"ما آخر نفهمیدیم سوئیفت کی حل شدنیه
",0
"سلام فرشته زمینی
",1
"اخه ملت رو چی فرض کردی اون نور چیه پشت پنجره در طول روز فیلم‌برداری میکنین بعدش میگین برنامه زنده
",0
"شما جز نوادر این جهانید انسان شریفی با روحی بزرگ که لیاقت و مهربانی را مزین هستید خوش بحال شما که در این دنیای نه چندان قشنگ این‌گونه درد و رنج همنوعان خود را درمان میکنید مادر ترزای ایرانی درود بر شما
",1
"امروز که دلار داره میاد پایین هم اومدی تشکر کنی که اون موقع اومدی اعتراض تا وقتی قدرشناس خوبی‌ها نباشیم اوضاعمون درست نمیشه
",0
"نرگس عزیزم من اصالتاکرمانشاهی هستم‌ ولی تهران زندگی می‌کنم و بخشی از پول خودم و خیرین رو صرف دانش آموزانم می‌کنم
",1
"دولت نهم و دهم هرچی که‌بود مردم راضی بودن جوونا کار داشتن مملکت قانون داشت شما اقای روحانی فقط بلدید حرف بزنید خوب هم حرف میزنید ( عالم بی‌عمل )
",0
"عاشقتم نرگس چقد فوق خوبی
",1
"دستور بده ،،،،،،،،، اللهی زودتر بمیری ، مردت بیشتر ارزش داره مردم از شرت راحت میشن
",0
"دم خدا گرم واسه خلق فرشته‌ای مثل شما دستتونو میبوسم
",1
"داداش از این به بعد تحقیق کن نه تحقیق رسانه‌ها تحقیق میدانی مثال بگو‌ای چهار سالی که رئیس جمهور‌بود چکار کرد وضعیتمون الان خوبه یا زمان احمدی نژا مشکل ما اینه که همیشه تحت هیجان و شعار عمل می‌کنیم
",0
"نرگس من عاشقتم توبهترینی سرنماز دعامی کنم همیشه سلامت باشی
",1
"الو حسن‌خودتی
",0
"چرا اینقدر مهربانی
",1
"این مردم شمارونمیخوان قط بشه دستم که رفتم رای دادم
",0
"خانم نرگسخوشحالم از فعالیت شمااز شما میخوام پیگیر موضوع نقص سازه‌های فلزی باشید که شخصا طبق تجربه و تخصصم در تمام روستاهای سرپل ذهاب و ثلاث باباجانی از نزدیک دیدم سازه‌های فلزی با اینکه پیچ و مهره هستن نیاز با نبشی زیرسری پل‌ها دارن اما همه سازه‌های فلزی جدید فاقد این آیتم هستن
",1
"تبدیل وضعیت نیروهای شرکتی
",0
"بسیار عالی خداوند نگهدارت
",1
"رئیس جمهور درحال پاسخ‌گویی به دستنشانده خود مثل این میمونه ارباب بخواد به برده خودش جواب پس بده
",0
"شما جز یک فرشته هیچ چیز دیگه‌ای نیستی فرشته‌ای از نوع پاک‌ترین فرشته‌ها
",1
"نوار حسن
",0
"یک فرشته در کالبد انسان
",1
"زاینده رود خشک
",0
"مهربانی و انسانیت بالاتر از مذهب و قومیت
",1
"باسلام خدمت جناب آقای دکتر روحانی شما وعده دادید که مشکل زاینده رود را بر طرف کنید و زاینده رود به‌طور دائمی بر قرار شود لطفا به وعده خود عمل کنید باتشکر
",0
"خسته نباشی بانوی مهربان
",1
"در صورتیکه جوون‌های ما بیکارن و خود نفتی‌های شاغل باید کار کنن و فرصت بهشون داده بشه اونا نسل قبل هوردن و اموال مملکتو بالا کشیدن حالا هم دست نمیکشن و ول کن نیستن
",0
"من که خیلی خوشحالم برای هموطنان عزیزمون ، وقتی می‌بینم شرایطشون داره بهتر میشه ،،، باعث افتخارید خانم کلباسی عزیز
",1
"آقای رئیس جمهور سلامکاش انداختن عکس پرسنلی ( غیرقانونی ) در آموزش و پرورش را فیلتر میکردید کاش انداختن عکس پرسنلی ( غیرقانونی ) در ثبت احوال را فیلتر میکردید کاش انداختن عکس پرسنلی ( غیرقانونی ) در اداره پست را فیلتر میکردید کاش انداختن عکس پرسنلی ( غیرقانونی ) دردفاترپیشخوان دولت را فیلتر میکردید کاش دست درازی دولتیها را در صنف عکاسان وبرخی کسبه را فیلتر میکردید کاش و جناب آقای رئیس جمهور اعلام نمودید مردم اعتراض‌هایشان را بصورت قانونی ومسالمت‌آمیز بیان نمایند ، ما صنف عکاسان چندین سال است اعتراض شدید خود را نسبت به دخالت ادارات دولتیتان در امور این صنف در تمام کشور طبق قانون اعلام کرده‌ایم ، ولی گویا گوش شنوائی نیست ، مثل اینکه برخی مسئولین بی‌لیاقت از شنیدن درد مردم بی‌عار شده‌اند ، بارها در نامه‌ها امکان تنش را در این امور گوشزد کرده‌ایم ، حتما باید تنشی شکل بگیرد تا مشکلی را که ادارات خودتان بوجود آورده‌اند حل نمائید لطفا به ادارات تان دستور دهید دستشان را از جیب صنف ما بیرون بکشند و در جائی دیگر دنبال درآمدزائی باشند با دخالت اداراتتان در امور صنف عکاسان این صنف رو به نابودیست ، یعنی حدود پانصدهزار نفر بیکار شدن
",0
"عشقی تو دختر ، ماهی
",1
"پست‌تر از ش لیبرال‌های داعشی صفت ندیدیم شما از نسل ابوبکر و معاویه و یزیدید و ما ملت هوشیار با تلاش و کمک خدا گردنتون رو خواهیم شکست
",0
"نرگس جان عاشقتم انشالله که همیشه سلامت و موفق باشی خدا حفظت کنه بانوی مهربان
",1
"حسن کلیدتو دیشب یادت رفت ببری امشب بیا خونه مون بدم دستت
",0
"یه فرشته کوچولوی ناز
",1
"جیزی که زیاده وعده کوش عمل شب عید به فکر فقیرا حداقل باشید ممنون
",0
"تو همان مهربانی هستی یا مهربانی همان توست نمی‌دانم اما می‌دانم بی‌شک باهم نسبت نزدیکی دارید
",1
"به کدوم مردم ملتها ی عرب لبنان وسوریه ویمن وافغانستان یا مردم ستم کشیده ایران البته به ایرانی جماعت که چیزی نمیرسه پس خوش به حال اعراب وافغانستان
",0
"عزیزم
",1
"اگه بشه که دلار پایین بیاد اگه بشه که صنعت توریستو رونق بدین به نظرم راحت‌ترین راه درامد زایی برای هرکشوریه چرا روی این بخش سرمایه‌گذاری مناسب نمیشه چرا نیروی متخصص از کشورهای دیگه نمیارین با افکار باز تا کسایی روی کار هستن با افکار بسته و به فکر جیب خودشون هستن این کشور درست نمیشه
",0
"ایه مهربانی
",1
"هر کی به فکر خویش کوسه به فکر ریش
",0
"عجب افرین بتو که این نگرشته
",1
"دلار
",0
"خداقوت نرگس جون من خیلی عاشقتم و از موقعی که تو برنامه ماه عسل دیدمت یکی از آرزوهام دیدن روی ماه تو هست و دلم میخواد از نزدیک ببینمت و بر دستان پر مهرت بوسه بزنم تو واقعا فرشته خدایی تو از آسمان اومدی ما هم سعی می‌کنیم تو این راه هرجور‌شده‌حتی ناچیزم اگر هست کمک کنیم که در قبال کارهای تو هیچ هست عزیزم دوست دارم
",1
"دلارررررررررررر اخخخخخخخخخخ دلار اخ مملکت رفت به فنا
",0
"انشائالله به یاری خداوند مهربان
",1
"دلار
",0
"چشمت بی‌بلا زیبا
",1
"کلید وبیار
",0
"عقل گویدشش جهت حدست وبیرون راه نیستعشق گویدراه هست و رفته‌ام من بارهامولانای جانمنرگس کارش عاشقانه است و هر مشگلی رو با عشق حل می‌کنه درود
",1
"جناب روحانی مگه نگفتی دلار میاد پایین چی شد ٥٥000
",0
"احسنت به شما بانوی فداکار
",1
"دنبال کسری بودجه‌بودی ای کلک
",0
"اون چیزی که تو اکثر کامنت‌ها مشترکه سرازیر شدن اشکامونه ، افتخار میکنم به تو که مهربونترین بانوی سرزمینم هستی به بودنت میبالیم
",1
"حاج حسن چیشد گفتی دلار بامن
",0
"عشقی بانو
",1
"شما خیلی خوب قول میدی راحت از مردم رای گرفتی راحت به مردم قول میدن حالا سر حرفت وایسا به زیر دستا بگو کم بخورن رو دل میکنن
",0
"الاهی من بمیرم براش چقدر زیبان بچه‌ها من یکی از این گل پسرها تو خونه دادم بخدا همین شکلی رفتار میکنه من فدای همه بچه هاااا
",1
"خیالتان از بابت دلار راحت راحت باشه
",0
"عکس بدی ک ازشون گذاشته‌نشده‌یا برچسب بدی بهشون زده‌نشده‌این فقط یه عکس زیباست ک در این عکس زیبایی ، شادی و امید موج میزنه
",1
"مورد داشتیم طرف گفته خیالتون از بابت دلار راحت باشه دو سه ماه بعد میاد تو چشم همون مردم میگه من کی گفتم مگه من عقل ندارم همچین حرفی بزنم ، اون وقت که ادم به حافظه خودش شک میکنه
",0
"تو یه یک فرشته و روح پاک اسمانی در قالب یک انسان دنیایی
",1
"اینجا‌بود که درباره دلار و وضعیت اقتصادی قول داد حسن خییلی نامردی
",0
"آفرین به تو دختر نازنین انسان دوست تو قلب منو میلرزونی نرگس جون خدا امثال تو را زیاد کنه
",1
"این همه دروغ
",0
"الان تنها حسرتم اینه ک‌ای کاش بیشتر کمک میکردم نرگس عزیز
",1
"یا خدا
",0
"نرگس عزیز اخه تو چرا اینقد خوبی
",1
"برو ببین چقدر شده
",0
"سلام امیداورم این طرح زیبا فراگیرشه و شامل کل کشور بشه به امید‌ان روز
",1
"انصافا اگه بهت گاو بگم به گاو بی‌احترامی کردم
",0
"سلام نرگس عزیز اینکه شما برای مردم زلزله زده زحمات زیادی کشیدید برکسی پوشیده نیست اما اینکه کمکهایی که مردم برای تمام زلزله زدگان به حساب شماواریزکردن رواصلاانصاف نیست برایروستاهزینه کنیدومابقی روستاهاروبه دست فراموشی بسپرید
",1
"یک اخوند را دوبار باید کشت
",0
"خدا نگهدارت باشه خدا رو میشه با انسانهایی از جنس تو بیشتر شناخت خیلی جایگاه بالایی‌داری افرین به تو از اینکه هموطن شمام به خودم میبالم
",1
"واقعن حماقت تا کجا اصلاح‌طلب کجا‌بود همه از یک قماشن
",0
"من نه پولی برای کمک دارم که اگر داشتم دریغ نمیکردم نه کاری از دستم برمیاد انجام بدم برای این عزیزان ولی جسارتا کاش درخت و گل هم تو حیاطشون بکارید که حس زندگیو بیشتر القا کنه ممنون از شما بانوی اسمانی وغیور
",1
"دقیقاتوهمین برنامه گفتیدقیمت دلاربیشتراز3700نخواهدشد ، توروخدابه دادایران برسید
",0
"سرت سلامت نرگس بانو عزیز دل مایی
",1
"یادتون میاد میگفتی دلار میاد پایین قیمت این نیست قول دادی به مردم ، خیلی بده دروغ گفتن
",0
"عزیزم
",1
"آقای روحانی بسته ملت خسته شد تاکی میخوای مردم سرکار بزاری
",0
"قبول باشه عشقه مهربونم
",1
"مردم که خودشون دارن همش بسته مانده با داده‌های شما چه کار کنند بیا من بدم به شما از دربدری نجات یابم دستور نده
",0
"چ بچهای زیبایی هستن تو هر کشوری بودن الان مدل میشدن
",1
"سلام و درود بر شما آقای روحانی شما گفتین دلار از تومن بیشتر نمیشه الان تومن حالا بگذریم شما برای دور اول رئیس جمهوری شدن گفتین این دلار اینم تومن گفتیم یا نه فقط بلدین وعده بدی عمل نکنی
",0
"عزیزم
",1
"استاد کلا از وعده‌ها چه خبر مردم جدی نگیرنتون مجبور میشید مردم رو جدی بگیرید هی خرشون میکنید هی خرشون میکنید بعد اونوقت خر میشند یه جفتک میخورید تو لندن وسط حیاط عمه الیزابت میاین پایین از ما گفتن
",0
"احسنت به شما
",1
"حسن دیشب تو خواب دیدم دلار‌شده‌هرار تومن خدانکشتت
",0
"من هرروز به نیت یکی از عزیزانم شرکت کردم خیلی حس خوبی داره واقعا وقتی میتونم با مبلغ کم تو کار خیروخوشحالی هم وطنم شریک شم حال دلم خوب میشه خیلی گلی نرگس جون که کسایی رو که درتوانشون نیست مبلغ هنگفتی کمک کنن هم درنظر گرفتی ومطمعن باش بابرگزارکردن این جشن بهمون لطف کردی که حس خوبتو باما شریک شدی
",1
"مسئولین عزیز که برای حمایت از پیام رسان داخلی از تلگرام خداحافظی کردید لطف کنید برای حمایت از کالای داخلی هم ماشینهای خارجی تونو دور بندازید و پراید سوار بشید ممنون میشیم
",0
"نرگس عزیزتر از جان سلام یکی از ارزوهام اینه که یک مجموعه‌ای رو به وجود بیارم برای زیارت اقا امام رضا ع شامل تعدادی ماشین سواری و چند تا منزل با کمکهای مردمی ایران و تمام مردم ایران و به خصوص مردم استانم کرمانشاه را به مرور به پابوس امام رضا ع ببریم چون خیلی از مردم کرمانشاه خیلی امام رضا رو دوس دارن ولی نداشتن تمکن مالی مانع رفتنشان به مشهد‌شده‌و حسرت به دل مانده‌اند
",1
"بهش بگو فرمانده نیروی مسلح بمونه و بقیه کارها رو به شما تفویض کنه تا اینجوری نشه نهادها به اسم ولی فقیه خودشون رو فرا قانونی میدونن و هماهنگ با دولت عمل نمیکنند
",0
"عشق جان زیبا
",1
"حسن کله‌ی پدرتو با این مدیریتت
",0
"عزیزمممتو چقد خوووبی اخه
",1
"پدرمردمودراوردین این رسمش نیست این ملت به دل امیدی به شمارای دادن بیچارشون کردین چقد روحرفات حساب کردن همش دوروغ همش کلک اگه واقعا دست شما نیست چرا نمیاین به مردم صادقانه بگین چیشد که یه دفعه اینجور اقتصاد وبازار چپ رو شد جواب خداروچی میدین ببینین مردم ب روزی افتادن
",0
"درود بر آقای ویسی و تمام دانش آموزان همشهری عزیزم ک اینقدر هموطنانشان رو درک میکنن ، ی مطلبی هست ک باید همگی بدونین آقایون و خانمهایی ک میگین گرونی و اوضاع بد اقتصادی ، خوب بخونین با عرض معذرت نسبت ب تک تک شما شاید برای اونی ک از اول تو رفاه بوده این اوضاع سخته ولی برای ی عده کثیری اتفاقی نیافتاده میگین طلا‌شده‌فلان دلار‌شده‌بهمان یا سکه‌شده‌قیمت خون انسان ن عزیزان برای اونی ک از اول اینا رو ندیده ک هیچ حتی تو ارزونی تهیه غذای روزانه بچه‌اش رو هم نداشت شبها با شکم گرسنه سر میکردند هرگز روی خوشی رو ندیده بودن ک اینا چیزی نیست تحملش براشون مثل آب خوردنه ک تازه اونم باید با دبه از سر جوب آب بیارن حالا پاکی و نپاکیش ب کنار ، نهایت نهایتش هم خودکشی لازم ندارن از گرسنگی میمیرن ، درود بر تک تک همشریهای عزیز و وطن پرستم ، خدا انشاالله بحق این شبهای محرم تمام مسولین نالایق و دزد ک خون مردم رو می‌خورند در سایه‌ی رهبری و انقلاب اسلامی ب درک واصل بشن
",1
"تو هم دروغ‌بودی مثل تموم دروغای دیگه
",0
"دخترگلم وعزیزجانم خودت باهمین رسانه ادامه بده وهرگزاجازه نده رسانه ملی تورااسیرخودکند مراقب محبت خاله خرسها باش
",1
"تلگرامم آزاد کن
",0
"حیوانات مهربانی راستین را می‌فهمند
",1
"چند میگیری دست از وعده هات برداری
",0
"نشاندن لبخند بر چهره زیبای این کودکان سرزمینمان تنها از فرشتگان بر می‌آید سپاس برای بودنت مهربان بانو
",1
"اقای روحانی خوشحالم که فردا میبینمت در نیشابور امیدوارم مشکلمو حل کنی
",0
"هم چای نوش جونتون هم لبخند رضایت این مادر عزیز الهی شکر
",1
"روحانی وفقط وعده میده بازم تلگرامو فیلتر کرد ولی خودش با فیلتر شکن میاد خار کصده تو اینستا چ گوهی میخواد
",0
"چقدر بزرگواری تو آخه نرگس بانو یه چیزیو میدونی آدم باید به تعالی رسیده باشه که بتونه اینطوری حرف بزنه
",1
"آقای روحانی پاداش فرهنگیان بازنشسته چی شد پس
",0
"بدرخشی عزیزکم
",1
"به همین خیال باش عزیزم مشکلات ماهارو هیچ کدوم ازینا حل نمیکنن
",0
"تو مادر ترزای دیگه‌ای هستی تو خودت زیباترینی
",1
"عمو حسن اول زبون بوده و دروغ بعد دستو پا در اورده
",0
"دوستان عزیز با کمال افتخار خوشحال میشویم که از صفحه ما دیدن فرمایید
",1
"نقل اون ضرب‌المثل هست که می‌گفت : من نبودم دستم‌بود ، تقصیر آستینم‌بود ، آقای روحانی ، رئیس جمهور مثلا مقتدر ، میدونی از قیمت ارز خبر‌داری ، از وضع مردم خبر‌داری و باز شعار و شعار وشعار دکتر مردم دارن له میشن ، نا سلامتی شما رئیس جمهور مملکتی ، تا کی می‌خوای عدم حل شدن مشکلات رو بندازی گردن ، فلانی‌ها و اسمشون رو هم نیاری ، خب اسم ببر مردم رو هم آگاه کن ، شما که دیگه نباید از چیزی بترسی ، وعده ووعید بسه به خدا ، فقط یکم ، یکم ، یکم به فشاری که روی مردم هست همفکر کنید
",0
"بهتون افتخار میکنم خانم کلباسی عزیز
",1
"مرگ : برف سنگینی در حال باریدن‌بود ، ناصرالدین شاه هوس درشکه سواری به سرش زد دستور داد اتاقک درشکه را برایش گرم و منقل و وافور شاهی را هم در آن مهیا سازند ، آنگاه در حالی که دو سوگلی اش در دو طرف او نشسته‌بودند ، در اتاقک گرم و نرم درشکه ، دستور حرکت داد ، کمی که از تماشای برف و بوران بیرون و احساس گرمای مطبوع داخل کابین سرخوش شد ، هوس بذله گویی به سرش زد و برای آنکه سوگلی‌هایش را بخنداند ، با صدای بلند به پیرمرد درشکه چی که از شدت سرما میلرزید ، گفت : درشکه چی به سرما بگو ناصرالدین شاه « تره هم واست خرد نمیکنه » درشکه چی بیچاره سکوت کرد اندکی بعد ناصرالدین شاه دوباره سرخوشانه فریاد زد : درشکه چی به سرما گفتی درشکه چی که از سردی هوا نای حرف زدن نداشت ، پاسخ داد : بله قربان گفتم خب چی گفت گفت : با حضرت اجل همایونی کاری ندارم ، اما پدر تو یکی رو درمیارم نتیجه : این حکایت دقیقا حکایت کسانی است که برای تحریم‌ها تره هم خرد نمیکنند و مشغول رجزخوانی و خط و نشان کشیدن برای قدرت‌های جهان هم هستند و ملت زیر خط فقر ، همان درشکه چی‌اند که باید تمام سختی‌های تحریم را تحمل می‌کنند
",0
"یکی از دلایلی که بهت اعتماد داریم چهره زیبا و لهجه شیرینت هست نرگس خانومی
",1
"یک میلیونو ونهصد تا
",0
"فرشته‌ی فرشته خداقوت چشم اطاعت امر میشه‌ان شائالله
",1
